Age,Gender,Income,Education_Level,Travel_Frequency,Preferred_Activities,Vacation_Budget,Location,Proximity_to_Mountains,Proximity_to_Beaches,Favorite_Season,Pets,Environmental_Concerns,Preference
53,female,102072,master,6,swimming,3627,rural,225,6,summer,1,0,0
58,non-binary,111541,doctorate,2,sunbathing,2688,urban,45,81,summer,1,0,0
20,female,114546,high school,1,hiking,624,rural,267,297,summer,0,0,1
22,female,63660,high school,4,swimming,2851,urban,194,299,fall,0,0,0
18,male,67293,bachelor,0,skiing,773,rural,215,45,winter,0,1,0
36,female,36293,doctorate,6,skiing,514,rural,187,155,winter,0,0,0
50,male,29599,bachelor,8,swimming,3298,suburban,176,121,winter,0,1,0
59,male,88792,doctorate,7,hiking,536,suburban,69,110,spring,0,0,1
47,male,112448,high school,1,swimming,3390,suburban,233,258,fall,1,0,0
29,female,21278,high school,5,hiking,4948,urban,30,10,winter,0,0,0
27,male,96320,bachelor,5,sunbathing,1382,suburban,145,142,spring,0,1,0
51,female,87895,master,5,swimming,3992,suburban,107,237,winter,1,1,0
33,female,103339,master,7,hiking,526,urban,36,62,winter,0,1,1
57,male,73974,high school,9,sunbathing,2612,suburban,65,192,winter,1,1,0
63,female,104218,master,6,skiing,4850,urban,194,156,winter,1,0,0
46,male,83402,high school,4,sunbathing,3462,urban,17,146,fall,1,0,0
32,male,23131,bachelor,0,hiking,861,rural,53,174,spring,1,1,1
65,male,112480,master,9,hiking,1707,rural,188,182,fall,0,0,0
28,non-binary,31415,bachelor,0,hiking,1724,rural,22,61,summer,0,1,1
61,female,109156,high school,8,swimming,2321,urban,245,195,winter,0,0,0
51,non-binary,112194,high school,3,hiking,3106,suburban,209,230,spring,0,0,1
53,non-binary,83660,bachelor,0,swimming,4776,suburban,283,247,fall,1,1,0
47,female,50348,bachelor,3,sunbathing,1568,rural,25,94,fall,1,0,0
52,female,42687,doctorate,5,sunbathing,3987,urban,200,157,summer,0,1,0
26,male,47497,master,1,hiking,3626,rural,220,223,fall,1,1,1
35,non-binary,112698,master,4,sunbathing,3111,suburban,215,106,spring,0,1,0
36,female,96290,bachelor,0,skiing,4001,suburban,178,46,spring,0,1,0
56,male,45918,doctorate,7,swimming,2068,urban,190,271,spring,0,1,0
21,female,81100,doctorate,8,swimming,2024,rural,151,104,spring,0,0,0
23,female,115317,bachelor,0,sunbathing,1356,urban,288,196,winter,0,1,0
68,male,55524,bachelor,0,sunbathing,2324,urban,278,90,summer,0,0,0
50,female,86090,high school,5,skiing,4200,suburban,285,93,spring,1,0,0
49,male,75252,bachelor,6,sunbathing,1628,suburban,32,197,winter,1,1,0
33,non-binary,21146,doctorate,5,skiing,1841,urban,92,186,summer,0,1,1
28,male,86571,bachelor,2,sunbathing,2557,urban,158,84,winter,0,1,0
39,female,45563,master,5,skiing,4747,suburban,262,157,winter,1,1,0
53,non-binary,71914,doctorate,9,hiking,2190,suburban,229,136,spring,1,0,0
67,non-binary,66222,master,2,skiing,4164,rural,65,157,winter,1,0,1
40,male,73372,master,5,hiking,1214,urban,175,199,fall,0,0,1
43,male,57157,bachelor,0,hiking,4992,rural,171,197,winter,0,1,1
48,male,83805,doctorate,3,hiking,4813,urban,193,4,summer,0,0,0
46,non-binary,110402,bachelor,3,hiking,3748,suburban,280,171,fall,0,1,0
22,male,32396,bachelor,7,sunbathing,2960,urban,112,170,summer,1,0,0
55,female,57135,bachelor,0,sunbathing,2172,suburban,278,143,spring,0,1,0
42,non-binary,37380,bachelor,6,sunbathing,4575,suburban,144,67,fall,0,1,0
51,male,25823,bachelor,3,swimming,4305,rural,48,238,spring,1,0,0
29,non-binary,99502,bachelor,1,swimming,4414,rural,134,278,fall,1,0,0
39,female,103167,master,0,sunbathing,776,suburban,160,192,winter,0,1,0
26,female,70239,bachelor,4,swimming,1423,rural,4,226,summer,1,0,0
37,female,96729,doctorate,1,hiking,2678,suburban,232,37,winter,1,0,0
46,male,34586,master,8,skiing,3750,urban,63,189,summer,1,1,1
61,male,22639,high school,4,sunbathing,4463,suburban,88,82,winter,1,1,0
46,non-binary,74112,master,9,hiking,935,rural,63,200,summer,1,1,1
62,male,69831,master,3,sunbathing,4501,suburban,247,125,winter,0,1,0
44,non-binary,48051,master,5,skiing,524,urban,71,222,summer,1,1,1
34,male,105222,high school,0,hiking,519,suburban,66,220,summer,0,1,1
22,female,101439,master,8,skiing,3068,rural,203,250,fall,0,0,1
69,male,55401,bachelor,6,hiking,4700,rural,221,236,summer,1,1,1
62,male,20399,master,4,swimming,2677,suburban,175,124,summer,1,0,0
30,male,64932,high school,2,skiing,4645,urban,106,172,winter,0,1,1
59,female,85407,bachelor,7,swimming,3413,suburban,89,170,fall,0,0,0
32,non-binary,111923,bachelor,8,sunbathing,4264,urban,43,92,spring,1,1,0
32,male,73303,doctorate,6,hiking,1073,rural,66,86,spring,1,1,1
35,female,45898,master,6,swimming,4021,rural,136,58,spring,1,0,0
67,male,60830,bachelor,1,skiing,2248,rural,216,271,fall,0,1,1
19,male,100315,doctorate,7,skiing,3242,suburban,144,155,fall,0,0,1
40,female,93811,bachelor,2,skiing,4041,urban,188,30,winter,0,0,0
60,male,88492,doctorate,6,swimming,2724,rural,255,222,summer,0,0,0
30,male,75698,master,6,skiing,1008,rural,228,129,spring,1,0,0
60,male,60043,high school,9,sunbathing,1109,suburban,163,153,fall,1,1,0
21,male,102929,doctorate,2,swimming,559,rural,255,213,summer,1,0,0
64,male,47598,doctorate,6,swimming,3068,suburban,34,165,summer,0,0,0
42,female,100677,bachelor,9,sunbathing,2407,urban,3,138,winter,0,0,0
28,female,68794,doctorate,9,skiing,4563,suburban,241,142,summer,1,1,0
67,male,93065,doctorate,0,sunbathing,1668,rural,49,179,fall,1,1,0
65,male,49648,high school,8,swimming,840,rural,279,227,summer,1,1,0
59,non-binary,41449,high school,0,swimming,561,suburban,46,131,spring,1,1,0
29,female,88899,doctorate,6,hiking,4016,rural,258,283,summer,0,1,1
30,male,117895,bachelor,0,swimming,4137,urban,89,236,fall,0,0,0
26,non-binary,115620,doctorate,6,skiing,2981,rural,156,205,fall,1,0,1
62,female,41042,high school,2,hiking,2503,rural,82,230,fall,0,1,1
55,non-binary,43409,bachelor,2,skiing,4755,suburban,148,173,fall,1,1,1
23,non-binary,107983,master,1,sunbathing,1487,suburban,100,134,winter,1,0,0
60,male,87610,bachelor,5,hiking,2437,urban,123,36,fall,1,0,0
68,male,113754,bachelor,3,hiking,2034,rural,159,188,summer,0,0,1
60,female,29525,master,2,hiking,1800,rural,23,198,winter,0,1,1
27,non-binary,57787,doctorate,6,skiing,945,urban,271,44,spring,0,1,0
40,non-binary,95203,doctorate,0,sunbathing,4030,rural,214,197,winter,0,1,0
32,male,65894,high school,5,hiking,2215,rural,111,28,spring,0,0,0
62,female,64046,bachelor,7,swimming,3467,urban,96,182,summer,1,0,0
40,male,30216,high school,5,hiking,2003,urban,132,199,spring,0,1,1
57,female,21308,high school,8,swimming,1393,urban,67,102,summer,1,1,0
54,non-binary,86278,master,8,swimming,1585,suburban,292,241,spring,1,1,0
51,female,50920,doctorate,7,hiking,2234,rural,6,160,summer,0,1,1
33,non-binary,71091,high school,2,sunbathing,3683,suburban,30,49,summer,1,1,0
62,female,47840,bachelor,0,swimming,3425,rural,244,20,fall,1,1,0
68,male,39974,bachelor,6,sunbathing,2442,urban,256,66,spring,1,0,0
58,male,84673,high school,2,hiking,3257,urban,178,207,summer,1,0,1
64,male,30237,doctorate,0,hiking,2217,rural,87,229,winter,0,1,1
49,female,92296,bachelor,1,skiing,3734,rural,261,138,winter,1,1,0
55,non-binary,33103,master,5,hiking,4159,urban,281,296,fall,1,1,1
57,male,68024,bachelor,4,hiking,1478,suburban,234,82,winter,1,0,0
63,female,101704,high school,5,swimming,2710,rural,272,174,fall,0,0,0
22,female,99206,bachelor,7,swimming,2689,suburban,96,61,fall,1,1,0
34,male,54893,bachelor,1,sunbathing,1013,urban,173,145,summer,1,0,0
39,male,71594,master,5,hiking,4123,urban,129,91,summer,0,0,0
56,male,50475,doctorate,5,swimming,1216,rural,118,109,winter,1,0,0
58,male,51401,doctorate,5,sunbathing,1795,rural,51,156,winter,1,0,0
65,female,27220,doctorate,5,hiking,2111,urban,244,68,summer,0,0,0
35,non-binary,106738,high school,4,swimming,531,rural,230,78,fall,1,1,0
45,non-binary,48572,master,5,sunbathing,1326,suburban,64,114,spring,0,1,0
30,female,22604,high school,4,sunbathing,795,rural,176,146,fall,0,0,0
67,non-binary,70274,high school,1,sunbathing,4939,suburban,284,56,winter,0,0,0
59,female,47670,doctorate,4,hiking,4976,urban,251,223,winter,0,0,0
18,female,92635,bachelor,0,sunbathing,4076,urban,218,145,summer,0,0,0
67,female,29295,high school,1,skiing,1118,rural,126,237,fall,0,1,1
36,non-binary,89109,high school,7,hiking,1416,suburban,92,278,summer,0,1,1
51,female,49412,master,4,sunbathing,3660,suburban,14,68,winter,1,1,0
21,female,88155,doctorate,3,hiking,1893,rural,199,162,summer,0,0,0
60,male,49716,bachelor,1,swimming,3116,suburban,41,284,fall,0,1,0
20,male,64602,master,6,skiing,1662,urban,277,243,fall,1,0,0
58,non-binary,32516,bachelor,0,hiking,2126,urban,235,256,winter,0,1,1
27,male,50616,doctorate,0,sunbathing,3927,rural,37,79,winter,0,0,0
45,male,99869,master,7,skiing,948,urban,68,36,spring,1,0,0
51,male,107328,master,1,swimming,2372,urban,237,261,winter,1,1,0
56,female,119349,bachelor,4,sunbathing,2303,suburban,106,284,fall,1,1,0
64,male,28002,bachelor,5,hiking,4096,rural,284,130,winter,1,1,0
36,non-binary,43746,doctorate,7,sunbathing,2001,rural,149,263,winter,0,1,0
59,female,94282,doctorate,8,swimming,2772,suburban,40,17,spring,0,0,0
69,non-binary,52691,bachelor,5,hiking,4482,suburban,125,57,winter,0,1,0
63,non-binary,52830,doctorate,2,hiking,4534,rural,125,43,fall,1,1,0
53,non-binary,64568,master,4,skiing,2208,urban,148,299,summer,1,0,1
60,non-binary,25413,high school,6,hiking,3730,rural,104,11,winter,0,0,0
20,non-binary,71892,high school,4,sunbathing,2496,urban,27,275,fall,1,0,0
40,male,21759,master,7,swimming,2136,urban,53,290,fall,0,0,0
34,male,53372,master,3,hiking,3054,suburban,246,63,summer,0,1,0
24,non-binary,99429,doctorate,7,hiking,3507,urban,257,46,summer,0,1,0
43,non-binary,111605,bachelor,0,hiking,3880,suburban,174,295,fall,0,0,1
60,male,72168,bachelor,4,skiing,3087,rural,281,170,fall,0,1,0
35,non-binary,42921,doctorate,2,hiking,3180,urban,267,78,summer,1,1,0
63,male,71638,doctorate,7,hiking,3463,rural,212,64,winter,1,0,0
63,non-binary,44461,doctorate,9,skiing,1832,rural,20,112,spring,0,0,1
23,non-binary,74780,bachelor,6,sunbathing,1093,suburban,135,236,spring,1,1,0
48,female,30052,doctorate,1,skiing,1991,urban,155,248,fall,0,1,1
46,non-binary,90470,master,8,skiing,1763,suburban,14,118,summer,1,0,1
26,female,20359,bachelor,9,skiing,3358,suburban,241,120,summer,1,0,0
52,non-binary,81237,high school,6,skiing,1515,suburban,73,171,winter,0,0,1
34,female,57687,bachelor,1,skiing,4849,suburban,113,200,summer,0,1,1
29,male,111597,bachelor,2,swimming,2058,rural,57,66,spring,1,1,0
53,non-binary,105304,doctorate,8,swimming,3338,urban,52,49,summer,0,0,0
69,male,83118,bachelor,8,sunbathing,3637,suburban,65,191,fall,0,1,0
65,female,62365,master,9,swimming,1760,rural,145,86,spring,1,1,0
41,female,67315,high school,3,sunbathing,2663,urban,296,29,winter,1,0,0
27,female,40200,bachelor,1,swimming,2047,rural,257,72,winter,1,1,0
47,female,42164,bachelor,5,swimming,1096,suburban,227,236,spring,1,1,0
46,male,71018,doctorate,8,skiing,1793,suburban,142,118,fall,0,0,0
56,female,113251,high school,9,swimming,1976,rural,230,96,summer,0,1,0
27,non-binary,51553,bachelor,6,sunbathing,2627,suburban,80,247,spring,0,0,0
56,female,64762,bachelor,1,skiing,2147,urban,105,250,summer,1,1,1
45,male,114814,master,1,skiing,899,rural,126,190,summer,0,0,1
35,male,32181,master,7,swimming,3652,urban,185,72,spring,1,1,0
58,non-binary,33674,master,4,hiking,3422,urban,282,103,winter,1,1,0
67,male,100580,doctorate,4,sunbathing,3131,suburban,163,97,fall,1,0,0
34,female,73671,master,1,hiking,4226,suburban,16,246,spring,1,1,1
28,non-binary,60495,master,4,swimming,858,rural,98,217,winter,0,0,0
18,non-binary,104645,master,1,sunbathing,3271,urban,49,294,winter,0,0,0
34,male,61496,doctorate,2,swimming,2226,rural,64,128,fall,1,0,0
53,non-binary,45154,doctorate,3,hiking,939,suburban,0,12,winter,0,1,1
53,female,66168,high school,4,hiking,3256,suburban,5,153,summer,0,1,1
63,female,73241,bachelor,2,swimming,3731,urban,144,267,winter,0,0,0
26,male,25997,doctorate,4,hiking,4163,suburban,223,223,summer,1,1,0
62,female,117584,high school,2,skiing,3543,rural,284,69,winter,0,0,0
45,female,62409,high school,2,hiking,970,rural,59,147,spring,1,1,1
65,male,94319,high school,0,sunbathing,4787,rural,65,142,fall,1,0,0
50,female,61279,high school,5,hiking,1438,urban,206,5,fall,0,0,0
20,male,66194,master,8,swimming,3642,suburban,111,277,summer,1,1,0
68,male,43260,bachelor,7,skiing,1415,rural,89,292,fall,1,1,1
25,male,58603,master,9,sunbathing,3915,urban,187,297,spring,1,0,0
67,non-binary,107669,master,4,skiing,4512,suburban,199,15,winter,1,0,0
23,female,73677,doctorate,8,hiking,1047,urban,248,277,summer,0,0,1
69,female,119370,bachelor,2,sunbathing,2249,rural,267,214,summer,1,1,0
23,female,94558,master,0,skiing,4278,urban,227,164,summer,0,0,0
46,male,81824,high school,0,hiking,3194,suburban,161,190,spring,0,1,1
54,male,80414,high school,2,sunbathing,1046,suburban,169,91,spring,0,0,0
29,female,61048,doctorate,3,skiing,1126,rural,228,142,summer,0,0,0
26,female,48497,master,1,swimming,1626,rural,172,137,winter,1,0,0
58,female,50779,bachelor,6,hiking,3895,rural,9,236,winter,1,0,1
66,female,82762,high school,4,sunbathing,4859,rural,149,124,winter,1,0,0
36,non-binary,98407,master,7,hiking,972,rural,76,104,fall,1,0,1
34,male,119590,high school,4,hiking,1937,urban,246,184,winter,0,0,0
65,non-binary,118192,bachelor,5,swimming,846,urban,279,121,fall,0,0,0
61,female,22437,doctorate,6,skiing,1409,urban,75,13,fall,0,0,0
49,male,21961,high school,0,sunbathing,1459,suburban,243,172,summer,0,1,0
52,non-binary,73675,bachelor,9,swimming,3588,suburban,294,65,winter,1,0,0
31,non-binary,100897,high school,8,skiing,832,urban,128,168,spring,1,1,1
66,male,109484,doctorate,9,hiking,1571,suburban,71,209,summer,0,1,1
33,non-binary,115775,high school,7,hiking,2819,suburban,40,282,fall,0,1,1
38,female,115948,high school,9,skiing,1986,urban,178,24,fall,1,0,0
29,non-binary,107580,master,6,skiing,1106,urban,224,248,summer,1,1,1
41,non-binary,117113,master,3,skiing,3861,urban,54,276,summer,1,0,1
51,female,31772,master,0,hiking,2899,rural,120,24,fall,0,0,0
25,female,20997,high school,1,swimming,1449,rural,112,267,fall,1,0,0
61,non-binary,109711,bachelor,0,skiing,3282,urban,125,205,winter,1,0,1
38,female,51185,bachelor,5,skiing,3342,urban,2,114,summer,1,0,1
65,male,85491,doctorate,3,sunbathing,1813,urban,170,227,fall,1,1,0
25,male,57262,master,8,sunbathing,3988,urban,13,260,summer,1,1,0
45,female,35803,master,1,hiking,4222,rural,291,40,fall,0,0,0
33,female,100622,high school,1,skiing,3911,suburban,276,249,summer,0,1,0
27,male,95715,doctorate,5,hiking,1560,suburban,148,163,spring,0,0,1
69,male,65768,high school,0,swimming,1939,urban,32,10,summer,1,0,0
32,non-binary,62923,bachelor,9,hiking,2185,suburban,215,26,spring,0,0,0
21,non-binary,112448,master,2,swimming,2006,rural,86,210,fall,0,1,0
43,non-binary,97690,high school,6,swimming,1050,rural,85,154,winter,1,1,0
32,non-binary,93902,doctorate,7,sunbathing,3826,suburban,138,94,spring,0,1,0
53,male,65418,high school,5,skiing,500,urban,224,63,summer,1,1,0
49,male,67655,high school,0,hiking,4786,urban,89,223,summer,1,1,1
60,male,30100,master,5,swimming,2147,urban,276,286,summer,0,1,0
55,female,53352,high school,9,sunbathing,3031,rural,62,105,spring,0,1,0
21,male,25141,bachelor,0,skiing,2228,urban,282,122,spring,1,1,0
58,female,108089,master,8,skiing,2859,suburban,33,267,summer,1,1,1
26,female,78658,bachelor,7,skiing,1236,urban,170,295,winter,0,1,1
52,female,106537,master,6,hiking,4169,suburban,281,179,spring,0,0,0
45,non-binary,97500,high school,7,sunbathing,2076,suburban,272,8,winter,0,1,0
54,female,21658,high school,8,swimming,4695,suburban,294,70,winter,0,0,0
64,male,92594,bachelor,7,skiing,2040,urban,109,176,fall,1,0,1
26,male,57059,high school,5,swimming,4607,urban,79,132,fall,1,1,0
19,male,65906,master,0,sunbathing,2683,suburban,178,252,fall,1,0,0
20,male,101030,doctorate,9,sunbathing,2018,urban,204,58,fall,1,0,0
61,male,21675,high school,6,swimming,1094,rural,183,98,winter,1,0,0
65,male,98426,high school,7,sunbathing,4025,rural,168,24,winter,0,0,0
22,female,39871,master,9,sunbathing,4098,urban,159,77,spring,0,1,0
27,male,77114,doctorate,3,hiking,3508,suburban,110,76,spring,1,0,0
45,female,82904,doctorate,2,sunbathing,2954,suburban,199,252,spring,1,0,0
32,non-binary,119924,high school,5,hiking,3088,suburban,233,263,fall,1,1,1
31,male,40420,master,7,skiing,4834,suburban,163,32,summer,1,0,0
63,non-binary,59250,doctorate,4,hiking,3696,urban,56,184,summer,0,1,1
40,non-binary,97938,master,7,swimming,3897,urban,261,42,fall,0,1,0
30,non-binary,72211,high school,9,hiking,1060,rural,218,190,fall,0,0,0
33,male,82836,high school,9,hiking,3150,rural,195,131,summer,0,0,0
47,female,72742,doctorate,9,sunbathing,2694,suburban,101,299,winter,1,1,0
57,non-binary,93416,high school,0,swimming,4558,rural,189,202,summer,0,0,0
25,male,102980,bachelor,9,skiing,1890,suburban,4,60,summer,1,0,1
34,female,54097,doctorate,9,hiking,3364,rural,160,74,fall,0,1,0
47,non-binary,63388,doctorate,3,swimming,4338,rural,222,123,fall,0,1,0
34,male,33192,doctorate,7,hiking,850,urban,46,96,summer,0,1,1
52,female,119716,master,2,hiking,2517,suburban,75,169,spring,1,1,1
18,female,117333,master,4,sunbathing,3546,rural,297,222,winter,1,0,0
66,male,41039,doctorate,1,sunbathing,4942,suburban,84,252,spring,1,1,0
41,non-binary,53032,bachelor,0,sunbathing,1114,urban,182,273,spring,1,0,0
65,male,71891,bachelor,0,skiing,3908,suburban,269,149,spring,0,0,0
66,non-binary,94061,bachelor,1,sunbathing,4677,suburban,51,118,spring,1,0,0
42,male,62242,doctorate,5,skiing,1103,rural,188,24,fall,0,0,0
19,female,79059,high school,6,sunbathing,1046,urban,146,267,fall,1,1,0
42,female,100023,master,2,hiking,1187,urban,239,11,summer,1,1,0
31,female,62651,master,8,hiking,1960,urban,35,99,spring,0,1,1
56,female,100550,high school,5,hiking,1979,suburban,156,43,winter,0,0,0
68,female,69994,bachelor,0,swimming,750,urban,150,50,fall,0,0,0
50,male,78576,bachelor,5,swimming,1203,rural,116,109,summer,0,1,0
34,male,23153,bachelor,0,sunbathing,2264,suburban,52,247,fall,0,1,0
48,male,33810,bachelor,6,hiking,1824,suburban,196,55,summer,1,0,0
27,non-binary,94448,bachelor,2,sunbathing,3364,rural,250,286,fall,0,0,0
23,non-binary,20664,doctorate,9,skiing,3430,urban,19,95,summer,1,1,1
56,female,68488,high school,8,hiking,1556,urban,13,5,fall,1,0,0
42,female,100141,bachelor,0,swimming,3368,rural,232,183,fall,1,0,0
55,female,86004,high school,3,sunbathing,3155,rural,41,108,spring,1,0,0
54,non-binary,89898,doctorate,5,swimming,4244,urban,165,164,fall,0,0,0
47,non-binary,58574,master,6,sunbathing,2876,suburban,287,241,summer,1,1,0
51,male,46627,high school,8,skiing,2445,suburban,68,12,winter,1,1,0
35,non-binary,72146,high school,3,sunbathing,4693,suburban,202,259,summer,1,0,0
41,female,63624,high school,5,skiing,2959,urban,103,246,summer,1,1,1
66,male,83777,doctorate,5,swimming,960,suburban,244,142,winter,0,0,0
44,non-binary,95025,bachelor,4,sunbathing,1544,rural,296,50,spring,1,0,0
44,male,99355,bachelor,8,hiking,1857,suburban,223,118,fall,1,0,0
56,non-binary,102450,bachelor,4,sunbathing,3049,suburban,36,104,winter,0,0,0
38,non-binary,52721,master,2,skiing,4058,suburban,170,10,spring,0,1,0
36,non-binary,76462,high school,9,sunbathing,3425,rural,71,214,fall,1,0,0
56,female,58474,master,4,hiking,3953,urban,221,254,summer,0,1,1
40,non-binary,76098,master,8,skiing,1533,suburban,195,243,fall,1,0,1
56,female,45123,high school,8,skiing,787,suburban,44,256,summer,1,1,1
65,male,86292,bachelor,8,sunbathing,4538,suburban,186,89,summer,0,1,0
61,non-binary,90897,high school,1,sunbathing,824,rural,181,270,winter,1,0,0
64,female,25263,high school,4,skiing,3927,suburban,236,221,winter,0,0,0
32,female,114379,bachelor,8,skiing,1055,suburban,50,50,winter,1,1,0
60,male,98566,master,4,swimming,1295,suburban,76,124,winter,1,0,0
19,male,54091,bachelor,1,swimming,1667,rural,150,230,winter,1,1,0
52,male,78275,bachelor,9,skiing,3903,suburban,233,197,fall,0,0,0
